AREA,Ceiling.RANGE,External_Wall.RANGE,Internal_Wall.RANGE,Floor.RANGE,Foundation_system.RANGE,Form_system.RANGE,Superstructure.RANGE,Substructure.RANGE,Changes.RANGE,Duration.RANGE,Earthwork.RANGE,Floors.RANGE,Parking.RANGE,Escalations.RANGE,Total_Cost
0.51,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,8,420,1,1,2,15,29.53625339123849
0.85,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,8,505,1,5,2,15,41.99138408878485
0.4,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,12,385,1,1,2,10,20.974597388107018
0.3,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,8,350,1,1,4,15,16.275236078263443
0.15,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,8,305,1,3,3,15,8.287204571226416
1.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,8,620,1,1,4,15,126.80074858944819
1.8,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,15,650,1,1,4,10,162.84492375573808
0.48,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,15,405,1,5,3,10,23.60945822371776
1.13,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,8,535,1,1,4,10,61.799771317404264
0.22,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,12,335,1,1,3,10,12.300493680507078
1.2,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,15,545,1,1,4,15,71.4916423821663
0.87,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,8,510,1,1,4,10,48.211568251019855
1.84,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,12,655,1,3,3,12,270.14299412775074
1.72,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15,635,1,1,3,15,148.7199692423587
0.6,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,12,475,1,1,2,10,33.0187162471311
1.75,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,15,640,1,2,4,15,196.0503429535404
1.5,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,12,600,1,1,3,12,107.48763003593857
1.58,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,8,615,1,1,2,15,119.8398009390639
1.53,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,15,605,1,2,3,12,145.48503556584964
2.2,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,8,675,1,3,2,15,350.15377720339643
1.23,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,8,550,1,1,3,12,70.69707442965962
0.22,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,15,335,1,1,4,12,12.719102092762078
1.92,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,15,665,1,1,3,15,193.8290903381259
1.84,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,8,655,1,1,2,15,170.95077178390636
1.92,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,8,665,1,2,2,12,237.486143278872
0.28,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,15,345,1,1,2,12,15.392275066458113
1.55,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,12,610,1,2,4,12,150.90453013648158
1.58,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,8,615,1,1,4,12,119.66448529246041
0.85,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,12,505,1,5,3,10,42.11037837973628
1.47,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,15,595,1,2,2,12,134.69449029547616
1.3,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8,560,1,1,3,12,76.76863720837366
1.8,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,15,650,1,3,3,15,258.2977548123038
0.55,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,15,425,1,1,2,12,31.553158397206047
1.53,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,12,605,1,1,2,15,112.431412133907
1.53,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,8,605,1,2,4,10,140.9509876636159
1.92,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,12,665,1,2,3,15,244.75234389402542
0.15,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,8,305,1,4,2,15,9.486201368679248
0.18,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,8,315,1,2,2,10,11.453502381943398
0.98,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,15,525,1,4,2,15,40.97259274717065
1.92,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,15,665,1,3,3,15,300.90908385204756
1.8,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,12,650,1,3,2,12,255.00502841898142
1.69,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,15,630,1,2,2,15,180.94623112306147
1.43,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,12,585,1,2,4,15,126.31326064361012
0.87,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,8,510,1,1,2,12,48.86084241949154
1.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,12,600,1,2,3,15,139.52616555911698
1.69,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,12,630,1,2,3,15,180.74868352946766
0.15,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,12,305,1,1,4,12,5.692327396509435
0.75,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,8,495,1,1,3,10,41.234038222065976
1.55,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,8,610,1,1,2,15,114.96644664819772
1.58,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,15,615,1,2,3,10,157.28163837861948
0.4,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,8,385,1,1,3,12,21.063761971983325
1.13,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,8,535,1,1,4,15,63.26368182952691
1.4,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8,580,1,1,4,10,88.54161090376954
0.9,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,8,515,1,1,2,12,50.86897195679189
0.96,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,12,520,1,1,4,15,55.093653172604746
1.27,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,8,555,1,1,2,10,73.22639913579434
1.17,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,12,540,1,1,4,10,66.1139141901372
1.69,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,15,630,1,1,3,12,139.27469381379194
1.64,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,15,625,1,2,3,10,171.28045379498303
1.13,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,8,535,1,1,2,15,63.18656333359305
1.13,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,12,535,1,1,3,12,63.41154520582752
0.35,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,8,375,1,1,2,10,18.53166503504654
1.43,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,12,585,1,2,3,10,123.19212936677161
1.6,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,15,620,1,2,3,12,165.2880545766348
0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,8,415,1,1,2,15,28.20352588758336
1.43,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,12,585,1,2,2,15,123.97504375493897
2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,15,670,1,3,3,15,314.94749508098204
0.48,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,15,405,1,5,2,10,23.754254732864915
1.72,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,8,635,1,3,2,10,224.00076648099449
1.6,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,15,620,1,2,4,15,167.05133732895453
1.8,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,12,650,1,1,4,12,164.75427551564377
0.98,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,8,525,1,4,2,15,40.24188387618008
1.75,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,8,640,1,2,4,15,194.08190785203095
2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,12,670,1,1,4,12,199.71631113891817
1.64,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,15,625,1,2,4,12,172.31824270895302
1.58,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,12,615,1,1,4,10,120.80386241038494
1.13,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,12,535,1,1,3,15,64.78644714785582
1.92,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,15,665,1,1,4,15,195.11058449260895
1.78,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8,645,1,2,2,15,198.84805670564785
0.15,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,8,305,1,4,3,15,9.715605858018868
1.4,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,12,580,1,1,2,12,90.8870477173504
1.8,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,15,650,1,3,4,15,259.49962002510193
1.69,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,8,630,1,3,2,12,215.80362736548227
1.72,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,12,635,1,1,3,12,145.45644958250023
1.5,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,8,600,1,2,4,12,136.52111562077414
0.87,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,15,510,1,1,3,12,50.44960009878661
1.4,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,12,580,1,2,3,10,119.50633548774478
0.48,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,15,405,1,4,2,15,22.654127816600422
1.88,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,15,660,1,1,3,15,182.3721442452597
1.58,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,12,615,1,2,2,10,156.08120366988274
0.85,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,12,505,1,3,2,15,39.08483186322792
0.65,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,8,480,1,1,3,10,34.82284339108492
0.35,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,8,375,1,1,2,12,18.580174121975787
1.64,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,8,625,1,1,4,10,128.3878902730649
0.98,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8,525,1,5,4,10,39.31709928734635
1.2,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,8,545,1,1,2,15,68.87716336815821
0.65,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,8,480,1,1,4,12,35.149737574234415
1.6,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,8,620,1,1,4,15,126.56783880619348
0.98,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,8,525,1,4,2,10,38.476305071746125
1.84,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,12,655,1,3,3,15,270.29642752199595
0.22,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,8,335,1,1,2,10,12.062193990639154
0.51,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,8,420,1,1,3,15,29.685054846826965
1.4,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,15,580,1,2,2,12,115.45457966753268
1.58,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,15,615,1,1,2,15,124.20598042826202
0.28,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,15,345,1,1,3,10,15.024200795753956
1.23,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,8,550,1,1,4,15,71.87458465608863
1.8,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,8,650,1,1,3,15,160.84037451374186
0.9,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,15,515,1,1,2,12,51.522598525023014
2.2,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,15,675,1,2,2,10,284.8633313753992
1.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,635,1,2,2,10,185.27875771082043
0.15,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,12,305,1,1,4,12,5.5517542606603785
0.49,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,8,410,1,1,4,15,28.039558360746042
0.85,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,8,505,1,4,3,15,40.53940852455091
1.64,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,15,625,1,1,2,15,135.92871175346966
1.53,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,12,605,1,2,4,10,143.8608922522008
1.92,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,15,665,1,1,3,15,192.34447055817307
1.53,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,12,605,1,1,2,15,111.67530357650134
1.75,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,8,640,1,3,3,15,235.09058791382276
0.85,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,12,505,1,4,3,12,40.297394464786755
1.8,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,15,650,1,1,4,10,162.70887434536073
1.84,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,8,655,1,2,2,12,217.0642925589205
1.13,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,8,535,1,1,3,10,61.36273839889356
2.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,8,670,1,2,3,15,253.32787025743903
0.22,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,8,335,1,1,3,12,12.141992091224058
1.43,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,12,585,1,1,4,15,95.46713118368567
1.64,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,12,625,1,2,3,15,171.03348241936985
1.75,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,8,640,1,3,2,10,232.0198049057889
2.2,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,12,675,1,2,2,15,286.8251737831351
0.33,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,8,355,1,1,2,12,17.508878156254937
1.33,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,12,565,1,1,2,10,81.12075706675442
1.33,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,12,565,1,1,4,12,82.16922851948783
1.5,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,8,600,1,1,2,15,105.71234804088374
0.85,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,8,505,1,5,3,12,41.60366492096269
1.72,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,12,635,1,1,4,15,147.9020467313162
1.13,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,15,535,1,1,4,10,63.58782232962125
1.78,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,12,645,1,1,3,12,155.60834501987654
0.9,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,15,515,1,1,4,15,52.59735385683289
0.15,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,15,305,1,1,2,10,5.523111058490566
1.5,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,15,600,1,1,3,12,107.87813434810838
0.36,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,8,380,1,1,2,12,19.547123898395572
0.87,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,12,510,1,1,2,10,49.32013155741607
1.43,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,12,585,1,2,3,12,123.41522550823387
0.48,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,15,405,1,4,4,12,23.103959966074605
1.84,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,15,655,1,3,4,10,270.73518921728345
2.2,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,15,675,1,2,3,10,286.361718312881
1.6,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,15,620,1,2,4,10,164.66416894569983
0.46,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,15,400,1,1,3,10,24.947429305459803
1.3,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,12,560,1,1,2,10,77.8423474050225
0.2,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,12,320,1,1,2,15,9.377092475443398
1.43,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,8,585,1,1,2,10,93.09705679559468
0.36,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,12,380,1,1,3,10,19.701217721281285
1.88,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,12,660,1,3,3,10,274.7335882151857
1.33,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,12,565,1,1,3,15,82.77976940097359
1.2,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,12,545,1,1,2,15,69.57369739642236
0.8,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,8,500,1,1,4,10,43.70583261872093
1.92,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,12,665,1,1,2,15,191.29901825320832
1.8,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,8,650,1,2,4,15,208.1559525788161
0.96,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,12,520,1,1,3,10,53.595959262091355
2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,12,670,1,1,4,12,197.8838573104748
1.84,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8,655,1,2,2,10,213.88153409656204
0.17,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,12,310,1,1,2,12,7.693834680589623
1.88,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,8,660,1,3,2,10,270.87431851300227
0.2,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,8,320,1,1,3,10,9.291309516617925
0.33,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,8,355,1,1,4,10,17.60928890290835
0.96,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,8,520,1,1,3,10,53.409422605492296
1.6,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,15,620,1,1,3,15,129.78216315217563
1.88,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,12,660,1,1,2,10,176.49608578420836
2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,15,670,1,1,2,12,199.5159820315234
0.85,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,8,505,1,3,3,10,37.7469639757501
1.35,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,12,570,1,1,4,12,85.10291206068825
0.17,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,8,310,1,1,2,10,7.625578948386792
1.88,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,8,660,1,1,2,15,177.37992894161405
0.48,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,8,405,1,1,4,12,26.33434183742112
1.64,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,15,625,1,2,2,12,172.08954289572569
1.43,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,15,585,1,2,2,10,123.95992937254745
2.2,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,15,675,1,3,3,15,357.65218295182154
1.43,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,15,585,1,1,2,10,95.4523837269626
1.5,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,12,600,1,1,2,10,105.21484396060072
0.98,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,12,525,1,5,3,12,40.347600973846376
0.49,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,15,410,1,1,4,10,28.07151551140642
2.2,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,12,675,1,1,2,15,219.95896612943085
1.6,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,8,620,1,1,4,10,123.52557716911801
1.33,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,12,565,1,1,2,15,82.6302906461931
0.15,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,8,305,1,1,3,10,5.444804938207548
1.47,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,595,1,1,2,12,103.5613418829894
1.75,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,12,640,1,3,3,10,234.76515800193596
1.75,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,15,640,1,2,4,15,195.81242403481397
1.53,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,15,605,1,2,4,15,147.33688847149327
1.53,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,12,605,1,2,2,15,144.81879557196962
1.75,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,12,640,1,1,3,10,147.20759956030986
0.48,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,15,405,1,5,4,10,23.743667789056076
0.18,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,15,315,1,2,2,10,11.782723715000001
0.24,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,12,340,1,1,2,15,13.428905930603136
2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,12,670,1,3,4,15,313.328785507514
2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,8,670,1,1,3,15,196.7427387800277
1.55,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,12,610,1,2,2,10,148.93147034126565
1.3,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,12,560,1,1,4,12,78.77677332388987
1.6,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,12,620,1,1,2,12,126.31080556095169
0.715,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,15,490,1,1,4,12,40.97048095710591
0.49,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,12,410,1,1,3,15,28.079999115043453
1.69,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,8,630,1,3,2,15,215.87062195279356
0.48,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,12,405,1,4,3,15,22.739423656491006
1.84,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,8,655,1,1,3,15,171.5826211041371
0.96,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,8,520,1,1,3,15,54.25236544619984
0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,15,415,1,1,3,10,28.575723914418028
0.85,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,15,505,1,1,4,15,48.91059978087382
0.75,2.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,12,495,1,1,3,10,42.44061263786786
1.3,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,15,560,1,1,3,10,78.6332051136095
0.48,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,15,405,1,3,3,15,22.17210058698071
0.85,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,8,505,1,4,3,15,39.82722924950374
2.2,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,12,675,1,3,3,12,351.25210828988764
0.15,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,15,305,1,4,4,15,9.794078178773587
1.1,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,15,530,1,1,2,15,62.67603396809565
0.8,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,12,500,1,1,2,10,43.947998140678976
0.49,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,15,410,1,1,4,10,28.24208193006208
0.15,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,12,305,1,3,2,12,8.257271639905662
1.43,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,15,585,1,2,4,15,127.5389759525724
0.15,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,8,305,1,1,2,10,5.371099749528302
1.84,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,12,655,1,3,2,12,269.080997535303
0.87,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,12,510,1,1,2,12,48.55882669926041
0.24,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8,340,1,1,2,15,13.304853835277665
1.8,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,15,650,1,2,3,12,210.80947977328216
1.88,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,8,660,1,2,3,12,223.68113693206206
1.23,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,12,550,1,1,2,10,71.31345790465416
1.33,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,8,565,1,1,4,10,81.01395686906802
1.47,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,595,1,2,3,15,133.41295611624878
1.55,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,8,610,1,1,4,10,114.68601444709292
1.27,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,12,555,1,1,3,15,77.03815718418785
1.69,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,8,630,1,2,2,15,178.28750168655202
1.84,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,8,655,1,1,2,15,170.87968713937806
1.75,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,12,640,1,1,2,10,148.50434952147415
0.24,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,12,340,1,1,3,15,13.814452379300402
1.69,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,8,630,1,2,2,10,175.19300389424072
0.55,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,15,425,1,1,3,10,32.0091245964796
1.3,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,15,560,1,1,2,15,80.53975657539985
1.13,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,15,535,1,1,2,10,63.24583699104588
1.84,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,15,655,1,2,3,15,224.1054544984437
1.78,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,15,645,1,1,4,12,157.1983143759451
1.72,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,8,635,1,1,2,15,144.3703360747973
1.17,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,8,540,1,1,4,12,66.38196040740135
2.2,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,12,675,1,1,3,10,215.57678817681827
1.35,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,15,570,1,1,2,15,86.40836943958611
0.46,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,8,400,1,1,2,12,24.331382987571974
0.15,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,8,305,1,1,2,12,5.545221174056604
0.98,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,8,525,1,4,3,10,38.77354701571289
1.88,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,15,660,1,1,3,15,182.63988927488234
0.98,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,12,525,1,4,3,15,40.033946406137424
